customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_band,charge_band,num_services,lifetime_value,churn_label
3077-RSNTJ,Female,0,1,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,113.5,0,0–12 mo,Low,0,118.19999999999999,Retained
6551-GNYDG,Female,0,1,1,14,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,0,13–24 mo,High,1,1132.6000000000001,Retained
9167-APMXZ,Female,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,0,13–24 mo,High,1,1851.3000000000002,Retained
2749-CTKAJ,Male,0,1,1,22,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.15,419.9,0,13–24 mo,Low,0,443.29999999999995,Retained
6371-NZYEG,Male,0,1,1,16,1,0,DSL,1,0,1,0,1,0,Two year,0,Mailed check,64.25,1024.0,0,13–24 mo,Medium,3,1028.0,Retained
7554-NEWDD,Male,0,0,0,10,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.7,251.6,0,0–12 mo,Low,0,257.0,Retained
8992-VONJD,Female,0,0,1,13,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,56.0,764.55,0,13–24 mo,Medium,2,728.0,Retained
0867-MKZVY,Female,0,1,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,82.4,1592.35,1,13–24 mo,High,1,1648.0,Churned
4482-EWFMI,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,135.2,0,0–12 mo,High,0,139.4,Retained
4648-YPBTM,Male,0,0,0,53,1,1,DSL,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),73.9,3958.25,0,49–60 mo,High,4,3916.7000000000003,Retained
2907-ILJBN,Female,0,1,1,11,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.6,233.9,0,0–12 mo,Low,0,226.60000000000002,Retained
6345-FZOQH,Male,0,1,0,69,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,1363.45,0,61–72 mo,Low,0,1373.1,Retained
3376-BMGFE,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.9,273.0,1,0–12 mo,High,0,283.6,Churned
5997-OPVFA,Male,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.05,6254.45,0,61–72 mo,High,6,6411.599999999999,Retained
3445-HXXGF,Male,1,1,0,58,0,0,DSL,0,1,1,0,0,1,Month-to-month,1,Electronic check,45.3,2651.2,1,49–60 mo,Medium,3,2627.3999999999996,Churned
1159-WFSGR,Female,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.4,321.4,0,13–24 mo,Low,0,326.4,Retained
7654-YWJUF,Male,0,1,0,43,1,0,Fiber optic,1,0,1,1,0,0,One year,1,Bank transfer (automatic),84.25,3539.25,0,37–48 mo,High,3,3622.75,Retained
1875-QIVME,Female,0,1,0,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.4,242.8,1,0–12 mo,Premium,4,208.8,Churned
6727-IOTLZ,Male,0,1,0,14,1,0,DSL,0,1,1,1,1,1,Two year,0,Mailed check,81.95,1181.75,0,13–24 mo,High,5,1147.3,Retained
0691-JVSYA,Female,0,1,0,53,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),94.85,5000.2,1,49–60 mo,High,3,5027.049999999999,Churned
5918-VUKWP,Female,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.55,654.55,0,25–36 mo,Low,0,657.6,Retained
1744-JHKYS,Female,0,1,0,34,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.7,780.2,0,25–36 mo,Low,0,839.8,Retained
2656-FMOKZ,Female,1,0,0,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,1145.7,1,13–24 mo,High,0,1116.75,Churned
2070-FNEXE,Female,1,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503.6,1,0–12 mo,High,1,535.15,Churned
5947-SGKCL,Female,0,1,1,15,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,13–24 mo,Premium,4,1580.25,Retained
3712-PKXZA,Male,0,1,0,61,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.55,1252.0,0,61–72 mo,Low,0,1253.55,Retained
6317-YPKDH,Female,0,0,0,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),29.95,29.95,1,0–12 mo,Low,1,29.95,Churned
6582-OIVSP,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.3,45.3,0,0–12 mo,Medium,0,45.3,Retained
9367-WXLCH,Male,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),84.5,662.65,1,0–12 mo,High,1,676.0,Churned
5524-KHNJP,Male,0,1,1,33,1,0,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),74.75,2453.3,0,25–36 mo,High,4,2466.75,Retained
1918-ZBFQJ,Female,0,0,0,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,79.25,1111.65,1,13–24 mo,High,2,1030.25,Churned
1024-GUALD,Female,0,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,24.8,1,0–12 mo,Low,0,24.8,Churned
4827-USJHP,Male,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,0,13–24 mo,Medium,1,1036.0,Retained
8167-GJLRN,Male,0,0,0,3,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,30.4,82.15,0,0–12 mo,Low,1,91.19999999999999,Retained
0956-SYCWG,Female,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.65,244.8,0,13–24 mo,Low,0,255.45,Retained
8017-UVSZU,Female,0,1,0,40,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.6,2379.1,0,37–48 mo,Medium,1,2264.0,Retained
7100-FQPRV,Male,0,1,1,43,1,1,DSL,1,0,0,1,0,1,One year,1,Credit card (automatic),71.9,3173.35,0,37–48 mo,High,3,3091.7000000000003,Retained
2472-OVKUP,Male,0,1,0,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531.0,1,0–12 mo,High,3,546.0,Churned
2984-RGEYA,Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1375.4,0,61–72 mo,Low,0,1362.75,Retained
9680-NIAUV,Female,0,1,1,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),109.7,8129.3,0,61–72 mo,Premium,5,7898.400000000001,Retained
2146-EGVDT,Male,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.3,1192.7,0,49–60 mo,Low,0,1138.7,Retained
2604-IJPDU,Female,0,1,0,20,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,96.55,1901.65,0,13–24 mo,Premium,4,1931.0,Retained
9178-JHUVJ,Male,0,1,1,24,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.1,587.4,0,13–24 mo,Low,0,578.4000000000001,Retained
6168-YBYNP,Male,0,0,0,59,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.35,6519.75,0,49–60 mo,Premium,5,6569.65,Retained
7255-SSFBC,Male,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),112.25,8041.65,0,61–72 mo,Premium,5,8082.0,Retained
3645-DEYGF,Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,20.75,0,0–12 mo,Low,0,20.75,Retained
9323-HGFWY,Female,0,1,0,27,1,0,Fiber optic,1,0,0,1,1,1,One year,1,Credit card (automatic),101.9,2681.15,0,25–36 mo,Premium,4,2751.3,Retained
8544-GOQSH,Female,0,0,0,14,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),80.05,1112.3,0,13–24 mo,High,2,1120.7,Retained
3363-DTIVD,Male,0,1,1,71,1,1,Fiber optic,1,0,1,0,1,1,Two year,0,Electronic check,105.55,7405.5,0,61–72 mo,Premium,4,7494.05,Retained
7018-WBJNK,Male,0,0,1,13,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),78.3,1033.95,0,13–24 mo,High,1,1017.9,Retained
9142-KZXOP,Male,0,0,0,44,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),68.85,2958.95,0,37–48 mo,High,0,3029.3999999999996,Retained
7674-YTAFD,Female,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),79.95,2684.85,0,25–36 mo,High,2,2638.35,Retained
6348-SNFUS,Male,0,1,1,72,0,0,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),55.45,4179.2,0,61–72 mo,Medium,5,3992.4,Retained
1285-OKIPP,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.9,79.9,1,0–12 mo,High,1,79.9,Churned
7825-ECJRF,Female,0,0,0,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.6,1934.45,1,13–24 mo,Premium,5,2025.3999999999999,Churned
1347-KTTTA,Male,0,1,0,64,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),102.45,6654.1,0,61–72 mo,Premium,5,6556.8,Retained
7841-TZDMQ,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),46.0,84.5,1,0–12 mo,Medium,0,92.0,Churned
4195-NZGTA,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,0,0–12 mo,Low,0,25.25,Retained
7157-SMCFK,Male,0,0,1,61,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,1124.2,0,61–72 mo,Low,0,1204.75,Retained
4709-LKHYG,Female,0,1,1,29,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.0,540.05,0,25–36 mo,Low,0,580.0,Retained
2504-DSHIH,Male,1,1,0,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.8,1975.85,0,13–24 mo,High,1,1996.3999999999999,Retained
0699-NDKJM,Female,0,1,0,57,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,0,49–60 mo,Medium,5,3348.75,Retained
9286-BHDQG,Male,0,1,1,72,0,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),45.25,3139.8,0,61–72 mo,Medium,4,3258.0,Retained
0230-WEQUW,Male,0,1,0,66,0,0,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),56.6,3789.2,0,61–72 mo,Medium,5,3735.6,Retained
2040-LDIWQ,Male,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324.5,0,61–72 mo,High,5,5473.0,Retained
6496-JDSSB,Female,0,0,0,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),80.0,624.6,0,0–12 mo,High,1,640.0,Retained
9408-SSNVZ,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,268.35,1,0–12 mo,High,0,280.6,Churned
4443-EMBNA,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.75,1836.9,0,61–72 mo,Low,0,1757.25,Retained
6469-MRVET,Male,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.2,20.2,0,0–12 mo,Low,0,20.2,Retained
0742-MOABM,Male,0,1,0,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,179.35,1,0–12 mo,Medium,1,200.2,Churned
5961-VUSRV,Female,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.35,219.35,0,0–12 mo,Low,0,232.20000000000002,Retained
6778-JFCMK,Male,0,0,0,24,0,0,DSL,1,0,0,0,1,1,One year,1,Mailed check,50.6,1288.75,0,13–24 mo,Medium,3,1214.4,Retained
6341-JVQGF,Female,0,1,1,31,1,0,DSL,1,0,1,1,1,1,One year,1,Mailed check,81.15,2545.75,0,25–36 mo,High,5,2515.65,Retained
2232-DMLXU,Female,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55.2,1,0–12 mo,Medium,1,55.2,Churned
4811-JBUVU,Male,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2723.15,0,25–36 mo,High,2,2697.0,Retained
0945-TSONX,Female,0,1,1,47,1,1,DSL,1,1,0,1,1,1,Two year,1,Credit card (automatic),85.3,4107.25,0,37–48 mo,High,5,4009.1,Retained
2651-ZCBXV,Male,0,0,0,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),108.0,5760.65,0,49–60 mo,Premium,5,5832.0,Retained
3316-UWXUY,Male,0,0,0,50,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,1,Credit card (automatic),93.5,4747.5,0,49–60 mo,High,4,4675.0,Retained
8937-RDTHP,Male,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,84.6,84.6,1,0–12 mo,High,2,84.6,Churned
7083-MIOPC,Female,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,1566.9,0,61–72 mo,Low,0,1458.0,Retained
1984-GPTEH,Female,0,0,0,29,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.15,702.0,0,25–36 mo,Low,0,729.3499999999999,Retained
1251-KRREG,Male,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,54.4,114.1,1,0–12 mo,Medium,1,108.8,Churned
0621-JFHOL,Female,0,0,0,10,0,0,DSL,0,0,0,1,0,0,Two year,1,Mailed check,29.6,299.05,0,0–12 mo,Low,1,296.0,Retained
9903-LYSAB,Male,0,1,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.15,1305.95,0,13–24 mo,High,0,1316.7,Retained
0094-OIFMO,Female,1,0,0,11,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.0,1120.3,1,0–12 mo,High,3,1045.0,Churned
9227-UAQFT,Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,284.35,0,13–24 mo,Low,0,316.0,Retained
7301-ABVAD,Female,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.6,6350.5,0,61–72 mo,High,5,6235.2,Retained
6614-FHDBO,Male,0,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.2,7878.3,0,61–72 mo,Premium,5,7862.400000000001,Retained
7576-ASEJU,Female,0,1,1,41,1,0,DSL,1,0,0,1,1,1,One year,1,Credit card (automatic),74.7,3187.65,0,37–48 mo,High,4,3062.7000000000003,Retained
9058-HRZSV,Female,1,1,0,65,1,0,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Electronic check,94.4,6126.15,0,61–72 mo,High,4,6136.0,Retained
4522-AKYLR,Female,1,0,0,13,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,54.8,731.3,0,13–24 mo,Medium,2,712.4,Retained
0221-WMXNQ,Male,1,0,0,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,273.4,0,0–12 mo,High,1,301.4,Retained
0303-UNCIP,Male,0,0,0,41,1,1,DSL,0,0,1,0,0,1,One year,0,Mailed check,65.0,2531.8,0,37–48 mo,Medium,2,2665.0,Retained
9947-OTFQU,Male,1,0,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.4,1074.3,1,13–24 mo,High,1,1116.0,Churned
0322-YINQP,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,1,0–12 mo,Medium,1,48.55,Churned
0959-WHOKV,Male,0,0,0,42,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,99.0,4298.45,0,37–48 mo,Premium,4,4158.0,Retained
4075-JFPGR,Female,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Electronic check,93.5,4619.55,0,49–60 mo,High,4,4768.5,Retained
4629-NRXKX,Female,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,147.15,1,0–12 mo,High,0,140.8,Churned
9514-JDSKI,Male,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,40.2,40.2,1,0–12 mo,Medium,2,40.2,Churned
3282-ZISZV,Male,0,0,1,32,1,1,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),83.7,2633.3,0,25–36 mo,High,5,2678.4,Retained
3675-YDUPJ,Male,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.85,193.05,0,0–12 mo,Low,0,198.5,Retained
4111-BNXIF,Female,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,0,61–72 mo,Medium,5,3989.85,Retained
7017-VFHAY,Female,0,1,1,61,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.1,7008.15,0,61–72 mo,Premium,6,7021.099999999999,Retained
6655-LHBYW,Male,0,0,0,50,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),114.35,5791.1,0,49–60 mo,Premium,6,5717.5,Retained
4959-JOSRX,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1,0–12 mo,Medium,0,89.2,Churned
5046-NUHWD,Female,1,1,0,29,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,45.0,1228.65,0,25–36 mo,Medium,3,1305.0,Retained
7273-TEFQD,Male,1,0,0,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,41.15,132.2,1,0–12 mo,Medium,2,123.44999999999999,Churned
3606-TWKGI,Male,1,0,0,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.9,1364.3,1,13–24 mo,Premium,4,1389.7,Churned
7529-ZDFXI,Male,1,1,0,57,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.85,4925.35,0,49–60 mo,High,2,5121.45,Retained
7605-BDWDC,Female,0,0,0,31,0,0,DSL,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),49.85,1520.1,0,25–36 mo,Medium,4,1545.3500000000001,Retained
1950-KSVVJ,Female,0,1,0,45,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Mailed check,113.3,5032.25,0,37–48 mo,Premium,6,5098.5,Retained
0123-CRBRT,Female,0,1,1,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,88.1,5526.75,0,61–72 mo,High,6,5374.099999999999,Retained
6292-TOSSS,Male,0,0,0,50,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.9,1195.25,0,49–60 mo,Low,0,1245.0,Retained
3197-ARFOY,Female,1,0,0,19,1,0,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Mailed check,105.0,2007.25,0,13–24 mo,Premium,5,1995.0,Retained
6323-AYBRX,Male,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1099.6,1,49–60 mo,Low,0,1141.65,Churned
7014-ZZXAW,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.25,1732.95,0,61–72 mo,Low,0,1721.75,Retained
4385-GZQXV,Female,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.45,1511.2,1,13–24 mo,High,3,1511.2,Churned
7633-MVPUY,Male,0,1,0,57,1,0,DSL,1,1,0,1,0,0,Two year,1,Electronic check,59.75,3450.15,0,49–60 mo,Medium,3,3405.75,Retained
6366-ZGQGL,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),24.8,24.8,1,0–12 mo,Low,0,24.8,Churned
4716-HHKQH,Male,1,1,0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,107.05,2172.05,0,13–24 mo,Premium,4,2141.0,Retained
5940-AHUHD,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.6,70.6,1,0–12 mo,High,0,70.6,Churned
6432-TWQLB,Male,0,1,0,5,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.4,401.1,1,0–12 mo,High,2,427.0,Churned
4484-GLZOU,Female,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.05,5624.85,1,49–60 mo,Premium,4,5462.599999999999,Churned
3179-GBRWV,Male,1,1,0,21,1,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,0,13–24 mo,Medium,3,1363.95,Retained
8645-KWHJO,Male,0,0,0,14,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,55.0,771.95,0,13–24 mo,Medium,4,770.0,Retained
4130-MZLCC,Female,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.55,244.75,0,0–12 mo,Medium,1,252.75,Retained
0314-TKOSI,Female,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,55.15,322.9,0,0–12 mo,Medium,2,330.9,Retained
8229-MYEJZ,Female,0,0,0,10,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,51.2,498.25,0,0–12 mo,Medium,1,512.0,Retained
2080-SRCDE,Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,0,0–12 mo,Low,0,25.4,Retained
9577-WJVCQ,Female,0,0,0,68,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,54.45,3687.75,0,61–72 mo,Medium,1,3702.6000000000004,Retained
9512-UIBFX,Male,0,1,1,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,95.15,1779.95,1,13–24 mo,Premium,3,1712.7,Churned
6202-DYYFX,Female,0,0,0,22,1,1,Fiber optic,0,0,0,0,0,0,One year,1,Credit card (automatic),76.0,1783.6,0,13–24 mo,High,0,1672.0,Retained
3808-HFKDE,Female,0,0,0,20,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.35,927.15,0,13–24 mo,Medium,0,887.0,Retained
5583-SXDAG,Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.0,70.0,1,0–12 mo,High,0,70.0,Churned
3488-PGMQJ,Male,1,0,0,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.5,606.55,1,0–12 mo,High,1,596.0,Churned
3580-REOAC,Male,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.85,435.4,1,0–12 mo,Medium,0,448.5,Churned
7534-BFESC,Male,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.1,1712.7,1,13–24 mo,High,0,1826.3999999999999,Churned
3727-OWVYD,Male,0,0,0,35,1,0,DSL,1,1,1,0,0,0,One year,0,Mailed check,61.2,2021.2,0,25–36 mo,Medium,3,2142.0,Retained
2294-SALNE,Male,0,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,One year,0,Mailed check,86.8,1940.8,0,13–24 mo,High,3,1996.3999999999999,Retained
4847-TAJYI,Female,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,0,0–12 mo,High,2,536.0999999999999,Retained
1563-IWQEX,Female,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,220.35,0,0–12 mo,Low,0,236.39999999999998,Retained
8203-XJZRC,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,20.25,0,0–12 mo,Low,0,20.25,Retained
6556-DBKZF,Female,0,1,1,71,1,0,Fiber optic,0,0,1,0,0,0,Two year,0,Electronic check,76.05,5436.45,0,61–72 mo,High,1,5399.55,Retained
6851-WEFYX,Male,1,1,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.8,3437.5,0,25–36 mo,Premium,3,3528.0,Retained
2985-JUUBZ,Male,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,74.55,3015.75,0,37–48 mo,High,3,2982.0,Retained
6390-DSAZX,Female,0,0,1,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,73.6,73.6,1,0–12 mo,High,1,73.6,Churned
0895-LMRSF,Male,0,0,0,23,1,0,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.9,1509.8,0,13–24 mo,Medium,2,1492.7,Retained
8098-LLAZX,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,396.1,1,0–12 mo,Premium,2,381.8,Churned
8266-VBFQL,Male,0,0,0,4,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.4,356.65,0,0–12 mo,High,3,361.6,Retained
8181-YHCMF,Female,0,1,1,68,0,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),60.3,4109.0,0,61–72 mo,Medium,5,4100.4,Retained
2240-HSJQD,Male,0,0,1,38,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,81.85,3141.7,0,37–48 mo,High,1,3110.2999999999997,Retained
1248-DYXUB,Male,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.8,1229.1,0,49–60 mo,Low,0,1289.6000000000001,Retained
0265-EDXBD,Male,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,2303.35,1,25–36 mo,High,0,2396.8,Churned
4115-BNPJY,Male,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,0,25–36 mo,High,4,2190.95,Retained
3167-SNQPL,Male,1,1,1,38,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3741.85,0,37–48 mo,Premium,3,3843.7000000000003,Retained
4091-TVOCN,Male,0,0,1,48,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,0,37–48 mo,High,4,3780.0,Retained
1098-TDVUQ,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.25,19.25,0,0–12 mo,Low,0,19.25,Retained
